,title,review,stars,verified,helpful,date,amazon_id,id
432,"It works, but you need to use is correctly","I can confirm this product works to shield EMFs and it is easy to set up. For my case, I hung it from a hook attached to the ceiling fan over my bed. HOWEVER, my experience is that you need to use it correctly for the shielding to work correctly. You need to hang it from the ceiling so it is acting as a completely enclosed canopy hanging over (but not touching) you. When I used it that way my EMF meter read zero. If the canopy is sagging or laying on top of you like a blanket the EMF shielding will be poor.",5,1,10,2019-11-14,B075DDXL3X,432
433,"Don<U+0092>t know if it works, and the thing is staining my walls gray","I'm mercury toxic so EMFs seem to really bother me. A recent thing. I thought I had to spend a thousand bucks, but this one was in the 600 range. Unfortunately the silver coating is destroying my walls and ceiling paint job where it touches. It<U+0092>s only been a couple of months. If I could return it I would.",3,1,8,2019-02-10,B075DDXL3X,433
434,takes cell tower signal down 2 notches,"will block all 2g signals around you, but you need to double it up (buy 2) to take 5g wireless down to two bars. no matter what, this will make you sleep MUCH better!!! and, ps. don't sleep with your cell phone inside of it!!!",5,1,5,2019-05-26,B075DDXL3X,434
435,It works!,"I bought this canopy 2 weeks ago and am happy with the purchase. It does not smell. looks good and blocks 20 out of 25 Wi-fi networks. However, it's not very effective against cell-phone signal - my phone goes from 3 bars to 2 bars inside this canopy. And it's not protecting from my neighbors hearing device that she plugs in her TV (I think it's Bluetooth based). BUT, it costs almost half the price of the most expensive ones, so the price is justified if you travel or are on a budget.",5,1,0,2019-05-12,B075DDXL3X,435
436,RF leaks in,"RF leaks in, a lot, as indicated on my RF meter. Partial block is harmful since the mechanism of RF shielding is REFLECTION. So if RF leaks inside the canopy, it bounces off the fabric in multiple directions multiple times, bombarding your body all night long. A reputable US based EMF product company (20+ yrs) rep said that the RF leaking inside does get reflected multiple times. My mistake of trying to save $ by getting this... RF shielding material needs to be high quality with PROPER set up to be of any benefit. The shielding does not make RF magically disappear, but it DEFLECTS it. So it matters where you are located with respect to the fabric and RF source. You want to be located on the opposite side of the RF source with the fabric between you and the RF. Otherwise (RF source closer to you than the fabric), you are being hit with radiation at least the twice the amount than not having it at all.",1,0,1,2020-07-22,B075DDXL3X,436
437,Works as mentioned on the detail page,Read the non tin foil guide and found this product. This goes some way in reducing the emf from the wifi. Have noticed some reduction in speed since the antenna in this arrangement can be only in one orientation (due to the geometry of the sleeve) ...but it is a trade-off worth while for the price,5,1,4,2020-01-10,B07ZFCKDDS,437
438,"Cover works, but will adversely affect your download speed","I bought this EMF cover with skepticism. While I have not used a detector to look at EMF level changes, it initially appears to work. When uncovered, my router performed with a 66.8 MB download speed. When covered, my router performed with a 8 MB download speed. Upload speed changes were negligible. It was able to fit over a Verizon router from front while leaving back clear for cables

This would be good for those who want to cover at night during sleep or when away from home. It would not be good to cover and leave unless you want to reduce wireless speed capability",4,1,1,2020-08-17,B07ZFCKDDS,438
439,Works ok,Worked occasionally. I would measure the my detector and at some angles it would still emit higher readings. But seems to be better than not having it.,3,1,3,2020-01-08,B07ZFCKDDS,439
440,It Works,This actually works. Made my wifi signal disappear when covered a certain way. I shooting to hardline all my equipment to keep the household alittle safer.,5,1,3,2020-03-05,B07ZFCKDDS,440
441,ITS TOO SMALL,"Don't waste your time buying this, its too small to cover the box",1,1,4,2020-04-09,B07ZFCKDDS,441
442,Wow!,"Recently learned how much radiation comes from a Wifi router. Pretty scary!
This product now reduces almost 96 percent of radiation coming out from my home wifi router!!
I feel a lot safer for my family and me. I will recommend using one for work too.",5,1,2,2020-01-27,B07ZFCKDDS,442
443,Works,Product worked well but did not fit my router. Did block up to more than half of the RF<U+0092>s out,5,1,2,2020-03-12,B07ZFCKDDS,443
444,DOES NOT WORK,Waster of money the WiFi box still gives out radiation $50.00 for nothing. The radiation meter didn<U+0092>t even drop a few points with the case.,1,1,2,2020-04-11,B07ZFCKDDS,444
445,Works!,"Good product, seems to work.",4,1,1,2020-03-09,B07ZFCKDDS,445
446,Easy to use,"Seems flimsy. Easy to put on. Not sure how much it works, hard to tell.",4,1,2,2020-03-12,B07ZFCKDDS,446
